FIPSCode,State,JurisdictionName,E1a,E1b,E1c,E1d,E1e_Other,E1e,E1f_Other,E1f,E1Comments,E2a,E2b,E2c,E2d,E2e,E2f,E2g,E2h,E2i,E2j_Other,E2j,E2k_Other,E2k,E2l_Other,E2l,E2m_Other,E2m,E2n_Other,E2n,E2o_Other,E2o,E2p_Other,E2p,E2Comments
0200000000,AK,ALASKA,19822,5277,14274,271, ,-999999: Data Not Available, ,-999999: Data Not Available, ,171,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,38,0,-888888: Not Applicable,35,OTHER INSUFFICIENCIES,27, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0100100000,AL,AUTAUGA COUNTY,185,-888888: Not Applicable,-888888: Not Applicable,116, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0100300000,AL,BALDWIN COUNTY,1241,-888888: Not Applicable,-888888: Not Applicable,639, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0100500000,AL,BARBOUR COUNTY,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0100700000,AL,BIBB COUNTY,29,-888888: Not Applicable,-888888: Not Applicable,21,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0100900000,AL,BLOUNT COUNTY,56,-888888: Not Applicable,-888888: Not Applicable,3,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0101100000,AL,BULLOCK COUNTY,24,-888888: Not Applicable,-888888: Not Applicable,13,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0101300000,AL,BUTLER COUNTY,28,-888888: Not Applicable,-888888: Not Applicable,13,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0101500000,AL,CALHOUN COUNTY,229,-888888: Not Applicable,-888888: Not Applicable,126,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0101700000,AL,CHAMBERS COUNTY,99,-888888: Not Applicable,-888888: Not Applicable,45,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0101900000,AL,CHEROKEE COUNTY,73,-888888: Not Applicable,-888888: Not Applicable,39,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0102100000,AL,CHILTON COUNTY,37,-888888: Not Applicable,-888888: Not Applicable,25,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0102300000,AL,CHOCTAW COUNTY,8,-888888: Not Applicable,-888888: Not Applicable,2,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0102500000,AL,CLARKE COUNTY,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0102700000,AL,CLAY COUNTY,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0102900000,AL,CLEBURNE COUNTY,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0103100000,AL,COFFEE COUNTY,121,-888888: Not Applicable,-888888: Not Applicable,55,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0103300000,AL,COLBERT COUNTY,109,-888888: Not Applicable,-888888: Not Applicable,59,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0103500000,AL,CONECUH COUNTY,15,-888888: Not Applicable,-888888: Not Applicable,4,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0103700000,AL,COOSA COUNTY,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0103900000,AL,COVINGTON COUNTY,43,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0104100000,AL,CRENSHAW COUNTY,5,-888888: Not Applicable,-888888: Not Applicable,3,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0104300000,AL,CULLMAN COUNTY,148,-888888: Not Applicable,-888888: Not Applicable,95,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0104500000,AL,DALE COUNTY,37,-888888: Not Applicable,-888888: Not Applicable,35,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0104700000,AL,DALLAS COUNTY,37,-888888: Not Applicable,-888888: Not Applicable,22,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0104900000,AL,DEKALB COUNTY,74,-888888: Not Applicable,-888888: Not Applicable,58,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0105100000,AL,ELMORE COUNTY,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0105300000,AL,ESCAMBIA COUNTY,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0105500000,AL,ETOWAH COUNTY,531,-888888: Not Applicable,-888888: Not Applicable,208,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0105700000,AL,FAYETTE COUNTY,19,-888888: Not Applicable,-888888: Not Applicable,8,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0105900000,AL,FRANKLIN COUNTY,9,-888888: Not Applicable,-888888: Not Applicable,5,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0106100000,AL,GENEVA COUNTY,53,-888888: Not Applicable,-888888: Not Applicable,13,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0106300000,AL,GREENE COUNTY,6,-888888: Not Applicable,-888888: Not Applicable,3,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0106500000,AL,HALE COUNTY,18,-888888: Not Applicable,-888888: Not Applicable,13,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0106700000,AL,HENRY COUNTY,25,-888888: Not Applicable,-888888: Not Applicable,16,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0106900000,AL,HOUSTON COUNTY,378,-888888: Not Applicable,-888888: Not Applicable,121,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0107100000,AL,JACKSON COUNTY,77,-888888: Not Applicable,-888888: Not Applicable,32,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0107300000,AL,JEFFERSON COUNTY,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0107500000,AL,LAMAR COUNTY,14,-888888: Not Applicable,-888888: Not Applicable,3,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0107700000,AL,LAUDERDALE COUNTY,344,-888888: Not Applicable,-888888: Not Applicable,100,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0107900000,AL,LAWRENCE COUNTY,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0108100000,AL,LEE COUNTY,565,-888888: Not Applicable,-888888: Not Applicable,175,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0108300000,AL,LIMESTONE COUNTY,545,-888888: Not Applicable,-888888: Not Applicable,197,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0108500000,AL,LOWNDES COUNTY,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0108700000,AL,MACON COUNTY,29,-888888: Not Applicable,-888888: Not Applicable,19,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0108900000,AL,MADISON COUNTY,1208,-888888: Not Applicable,-888888: Not Applicable,449,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0109100000,AL,MARENGO COUNTY,25,-888888: Not Applicable,-888888: Not Applicable,15,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0109300000,AL,MARION COUNTY,10,-888888: Not Applicable,-888888: Not Applicable,10,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
0109500000,AL,MARSHALL COUNTY,52,-888888: Not Applicable,-888888: Not Applicable,14,-888888.,-999999: Data Not Available,-888888.,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
